applicant_id,job_id,grade
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,398da005-863a-485c-a972-f555fcc71f5e,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,cc8866c0-fd8c-4ec4-8c76-6d222ef7b305,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,f11111cd-0177-4bbc-a032-82cde1e21e4c,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,ced66e0d-fea0-4c45-a6b0-03b0c7d3993c,0
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,abb0d5f2-47b2-4d88-99e3-319caef8a27c,0
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,95614908-a096-4942-98c5-186ebfeb031f,0
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,392f14b7-7f5d-4e24-a95c-91318ad5e80b,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,f39b2b0c-778f-47c5-8f6d-4b9353db57a6,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,5b7de9fd-608f-4751-bf57-ea7f12da966f,0
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,707c18e2-5cba-4985-8dd6-26b3a8a60a95,0
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,d2b5bb83-b02b-43d9-9075-87bcffd426ba,0
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,f598393a-49cf-4330-97e9-3febf3c6614a,2
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,7be0d8c5-61fb-42e0-85e2-e57eaa3c8c92,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,092dfb2b-ff27-4d1b-aa53-8719e5b2f01e,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,6c0c32de-720f-468e-9db4-98fcf35d3476,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,784960ea-8969-447d-935d-2a0e711996d6,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,9089b0d0-9bcc-4423-9a86-9ec534a5f15a,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,91897402-de57-4dab-9099-843ecbb624b3,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,aa9c7ad9-821b-405c-8099-64057cbf133a,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,bd562210-99d4-4bde-8780-2e54953bf3dd,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,619f163a-21a4-402f-ab9c-510eb8b05894,2
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,34db19d2-d22c-420b-9ca4-3a0b96da2fae,1
cda6468e-cc90-4bcf-ba72-d76d179bbcd8,6e0cf920-9cdc-40a1-a692-9191c7cde9f1,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,dde856d5-1a5e-449a-b28c-c621262d2fdb,3
426da132-38a9-4f5b-b25d-eff4fe3c17b3,88fed694-ea9b-4bfa-a0e3-7edf70bcfc1a,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,219d497c-2d8d-4ea1-bfd1-da18bc79a201,2
426da132-38a9-4f5b-b25d-eff4fe3c17b3,c2caf92c-6f39-4f8f-987a-817169014ab5,2
426da132-38a9-4f5b-b25d-eff4fe3c17b3,6b516d60-f9b8-449c-a7f4-b4a140372932,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,92590e54-154b-4c57-bb63-9474a07ed6f7,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,bf6b4bf7-bb1c-4622-ba58-0f138afba361,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,c5c038f7-28c1-4d3d-8c12-933878644fc1,1
426da132-38a9-4f5b-b25d-eff4fe3c17b3,6e0cf920-9cdc-40a1-a692-9191c7cde9f1,1
43b309c6-1925-451f-995d-9aba621da247,d2b5bb83-b02b-43d9-9075-87bcffd426ba,1
43b309c6-1925-451f-995d-9aba621da247,1bf0ac7a-e529-4e85-9cdb-5bea8e082fd1,2
43b309c6-1925-451f-995d-9aba621da247,34db19d2-d22c-420b-9ca4-3a0b96da2fae,2
43b309c6-1925-451f-995d-9aba621da247,f598393a-49cf-4330-97e9-3febf3c6614a,2
43b309c6-1925-451f-995d-9aba621da247,7be0d8c5-61fb-42e0-85e2-e57eaa3c8c92,2
43b309c6-1925-451f-995d-9aba621da247,6c0c32de-720f-468e-9db4-98fcf35d3476,2
43b309c6-1925-451f-995d-9aba621da247,092dfb2b-ff27-4d1b-aa53-8719e5b2f01e,2
43b309c6-1925-451f-995d-9aba621da247,784960ea-8969-447d-935d-2a0e711996d6,2
43b309c6-1925-451f-995d-9aba621da247,9089b0d0-9bcc-4423-9a86-9ec534a5f15a,2
43b309c6-1925-451f-995d-9aba621da247,91897402-de57-4dab-9099-843ecbb624b3,2
43b309c6-1925-451f-995d-9aba621da247,619f163a-21a4-402f-ab9c-510eb8b05894,2
43b309c6-1925-451f-995d-9aba621da247,bd562210-99d4-4bde-8780-2e54953bf3dd,2
43b309c6-1925-451f-995d-9aba621da247,aa9c7ad9-821b-405c-8099-64057cbf133a,2
0199d2dd-2a09-4083-a6af-1d19500b4901,d2b5bb83-b02b-43d9-9075-87bcffd426ba,0
0199d2dd-2a09-4083-a6af-1d19500b4901,1bf0ac7a-e529-4e85-9cdb-5bea8e082fd1,2
0199d2dd-2a09-4083-a6af-1d19500b4901,34db19d2-d22c-420b-9ca4-3a0b96da2fae,2
0199d2dd-2a09-4083-a6af-1d19500b4901,f598393a-49cf-4330-97e9-3febf3c6614a,2
0199d2dd-2a09-4083-a6af-1d19500b4901,7be0d8c5-61fb-42e0-85e2-e57eaa3c8c92,1
0199d2dd-2a09-4083-a6af-1d19500b4901,6c0c32de-720f-468e-9db4-98fcf35d3476,1
0199d2dd-2a09-4083-a6af-1d19500b4901,092dfb2b-ff27-4d1b-aa53-8719e5b2f01e,1
0199d2dd-2a09-4083-a6af-1d19500b4901,784960ea-8969-447d-935d-2a0e711996d6,1
0199d2dd-2a09-4083-a6af-1d19500b4901,9089b0d0-9bcc-4423-9a86-9ec534a5f15a,1
0199d2dd-2a09-4083-a6af-1d19500b4901,91897402-de57-4dab-9099-843ecbb624b3,1
0199d2dd-2a09-4083-a6af-1d19500b4901,bd562210-99d4-4bde-8780-2e54953bf3dd,1
0199d2dd-2a09-4083-a6af-1d19500b4901,aa9c7ad9-821b-405c-8099-64057cbf133a,1
0199d2dd-2a09-4083-a6af-1d19500b4901,619f163a-21a4-402f-ab9c-510eb8b05894,2
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,bc17abfe-738c-446e-b265-c2ab66dc5db5,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,0cf3e86d-7b7b-49b5-b0e7-95f732a9356b,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,b9112c8c-6881-4ed1-8e11-5631d7599fd3,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,d6ce56c8-37c1-4825-9f1c-6a380cc955c6,2
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,b0677759-9c1d-478f-8e04-71c859b8420f,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,20c6eb5b-170a-4a62-9a6d-914ebb2d054c,0
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,f49de743-0a5c-466f-aa6e-85a5e1abb8bf,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,30461847-21a9-44c4-a4e8-e702395d0552,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,4f09ba62-f310-4d0e-820d-c4046877a994,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,d4217303-4874-4b65-8c4f-23b62efe1802,1
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,aa811a27-0a08-4d88-a8ac-5eb9574db89b,0
cebf3b13-b041-4dc4-8aee-9a71b6fe49bc,a50ce27e-34e7-4a00-821d-3066412287bf,0
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,f49de743-0a5c-466f-aa6e-85a5e1abb8bf,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,aa811a27-0a08-4d88-a8ac-5eb9574db89b,0
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,30461847-21a9-44c4-a4e8-e702395d0552,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,4f09ba62-f310-4d0e-820d-c4046877a994,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,bc17abfe-738c-446e-b265-c2ab66dc5db5,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,0cf3e86d-7b7b-49b5-b0e7-95f732a9356b,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,b9112c8c-6881-4ed1-8e11-5631d7599fd3,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,d6ce56c8-37c1-4825-9f1c-6a380cc955c6,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,b0677759-9c1d-478f-8e04-71c859b8420f,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,20c6eb5b-170a-4a62-9a6d-914ebb2d054c,0
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,d4217303-4874-4b65-8c4f-23b62efe1802,1
8b035ff6-3a1d-415e-a2f2-82c8b63e63e9,a50ce27e-34e7-4a00-821d-3066412287bf,0
f4e39dbf-79d3-419a-9339-5a416f403ffc,d2b5bb83-b02b-43d9-9075-87bcffd426ba,0
f4e39dbf-79d3-419a-9339-5a416f403ffc,f598393a-49cf-4330-97e9-3febf3c6614a,2
f4e39dbf-79d3-419a-9339-5a416f403ffc,7be0d8c5-61fb-42e0-85e2-e57eaa3c8c92,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,092dfb2b-ff27-4d1b-aa53-8719e5b2f01e,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,6c0c32de-720f-468e-9db4-98fcf35d3476,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,784960ea-8969-447d-935d-2a0e711996d6,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,9089b0d0-9bcc-4423-9a86-9ec534a5f15a,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,91897402-de57-4dab-9099-843ecbb624b3,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,aa9c7ad9-821b-405c-8099-64057cbf133a,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,bd562210-99d4-4bde-8780-2e54953bf3dd,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,619f163a-21a4-402f-ab9c-510eb8b05894,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,84ee4830-5a83-48d2-8872-a5a40e7f329b,1
f4e39dbf-79d3-419a-9339-5a416f403ffc,34db19d2-d22c-420b-9ca4-3a0b96da2fae,1
677aa35a-3fd6-44a4-ae37-f97e5b8b04b4,f598393a-49cf-4330-97e9-3febf3c6614a,3
677aa35a-3fd6-44a4-ae37-f97e5b8b04b4,aa9c7ad9-821b-405c-8099-64057cbf133a,2
677aa35a-3fd6-44a4-ae37-f97e5b8b04b4,619f163a-21a4-402f-ab9c-510eb8b05894,3
677aa35a-3fd6-44a4-ae37-f97e5b8b04b4,84ee4830-5a83-48d2-8872-a5a40e7f329b,3
677aa35a-3fd6-44a4-ae37-f97e5b8b04b4,d2b5bb83-b02b-43d9-9075-87bcffd426ba,1
